event_id_cnty,event_date,year,time_precision,disorder_type,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,civilian_targeting,iso,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,tags,timestamp
CAO22312,2025-03-13,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)","Labor Group (Cameroon); Women (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Mezam,"Bamenda 3","Bamenda - Nkwen",5.9951,10.1937,1,"Local Network",Other,"On 13 March 2025, Ambazonian Separatists abducted 1 businesswoman along a secondary road in Bamenda - Nkwen (Mezam, Nord-Ouest). An unspecified ransom was demanded for her release. No further details.",0,,1770676302
CAO22313,2025-03-13,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)","Ambazonian Separatists (Cameroon) Restoration Forces","Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Sud-Ouest,Meme,Konye,Weme,4.8763,9.4337,1,"Local Network",Other,"On 13 March 2025, Ambazonian Separatists from the Restoration Forces faction abducted a civilian posing as a Separatist in Weme (Meme, Sud-Ouest).",0,,1770676302
CAO22314,2025-03-13,2025,1,"Strategic developments","Strategic developments","Disrupted weapons use","Military Forces of Cameroon (1982-)",,"State forces","Ambazonian Separatists (Cameroon)",,"Rebel group","State forces-Rebel group",,120,"Middle Africa",Cameroon,Nord-Ouest,Momo,Mbengwi,Mbengwi,6.0107,10.0157,1,"Local Network",Other,"Defusal: On 13 March 2025, a roadside IED planted by Ambazonian Separatists targeting a gendarmerie patrol vehicle was detected and safely detonated by military forces at the GRA quarter in Mbengwi (Momo, Nord-Ouest).",0,,1770676302
CAO22315,2025-03-13,2025,1,"Strategic developments","Strategic developments","Looting/property destruction","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)","Labor Group (Cameroon)",Civilians,"Rebel group-Civilians",,120,"Middle Africa",Cameroon,Nord-Ouest,Boyo,Njinikom,Bobong,6.2006,10.3247,1,"Local Network",Other,"Looting: On 13 March 2025, Ambazonian Separatists intercepted about 10 commercial vehicles and extorted 10,000 Franc CFA from each driver and 5,000 Franc CFA from each passenger at an illegal checkpoint in Bobong (Boyo, Nord-Ouest) as Separatists-imposed 'Liberation Tax'.",0,,1770676302
CAO23622,2025-03-13,2025,1,"Strategic developments","Strategic developments","Looting/property destruction","Islamic State West Africa Province (ISWAP) and/or Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians",,120,"Middle Africa",Cameroon,Extreme-Nord,Logone-et-Chari,Makary,Mada,12.6349,14.4701,2,ARDHU,National,"Looting: On 13 March 2025, ISWAP/Boko Haram (JAS) militants with rifles looted cattle from civilians in Goulo Ndouma and Mada (Makary, Logone-et-Chari, Extreme-Nord).",0,,1774983087
CAO23623,2025-03-13,2025,1,"Strategic developments","Strategic developments","Change to group/activity","Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group",,,,"Rebel group only",,120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Mora,Limani,11.2331,14.1711,1,ARDHU,National,"Movement of forces: On 13 March 2025, militants, described as Boko Haram (coded as Boko Haram (JAS) based on the militant activity in Mayo-Sava), roamed some of the local streets in Limani (Mayo-Sava, Extreme-Nord), before retreating.",0,,1776726726
CAO16729,2025-03-14,2025,1,"Political violence","Explosions/Remote violence","Remote explosive/landmine/IED","Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Military Forces of Cameroon (1982-)",,"State forces","State forces-Rebel group",,120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Tsanaga,Mayo-Moskota,Vouzi,11.0001,13.8643,1,"Undisclosed Source","Local partner-Other","On 14 March 2025, an IED planted by an unidentified armed group (likely Boko Haram militants, due to the location) exploded when a military forces truck drove on it in Vouzi (Mayo-Moskota, Mayo-Tsanaga, Extreme-Nord). 2 military personnel were killed and 4 others injured.",2,,1776726696
CAO16730,2025-03-14,2025,1,"Political violence","Violence against civilians",Attack,"Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)","Former Police Forces of Cameroon (1982-) Prison Guards",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Sud-Ouest,Fako,Muyuka,Muyuka,4.2898,9.4103,1,"Mimi Mefo","New media","On 14 March 2025, a suspected Ambazonian Separatist called 'One Man Squad' attacked and burnt alive a retired prison warden in Muyuka (Muyuka, Fako, Sud-Ouest), accusing the victim of being a traitor and collaborating with the security forces. 1 fatality.",1,,1762291677
CAO22249,2025-03-14,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Mezam,"Bamenda 3","Bamenda - Nkwen",5.9951,10.1937,1,"Local Network",Other,"On 14 March 2025, Ambazonian Separatists abducted 1 man from his private residence in Bamenda - Nkwen (Mezam, Nord-Ouest).",0,,1770676302
CAO22278,2025-03-14,2025,1,"Strategic developments","Strategic developments",Other,"Ambazonian Separatists (Cameroon)",,"Rebel group",,,,"Rebel group only",,120,"Middle Africa",Cameroon,Nord-Ouest,Mezam,"Bamenda 3","Bamenda - Nkwen",5.9951,10.1937,1,"Local Network",Other,"Other: On 14 March 2025, Ambazonian Separatists fired multiple gunshots at a drinking spot in Bamenda - Nkwen (Mezam, Nord-Ouest) to disperse traders and enforce the Separatist-imposed lockdown order against school resumption.",0,,1770676302
CAO22317,2025-03-14,2025,1,"Strategic developments","Strategic developments","Looting/property destruction","Fulani Ethnic Militia (Cameroon)","Pastoralists (Cameroon)","Identity militia","Civilians (Cameroon)","Women (Cameroon)",Civilians,"Identity militia-Civilians",,120,"Middle Africa",Cameroon,Nord-Ouest,Menchum,Menchum-Valley,Batomo,6.2701,9.8452,1,"Local Network",Other,"Looting: On 14 March 2025, 2 Fulani militias armed with bladed weapons extorted 38,000 Franc CFA from a woman at her private residence in Batomo (Menchum-Valley, Nord-Ouest).",0,,1776726696
CAO22318,2025-03-14,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Cameroon (1982-)",,"State forces","Ambazonian Separatists (Cameroon)",,"Rebel group","State forces-Rebel group",,120,"Middle Africa",Cameroon,Nord-Ouest,Boyo,Njinikom,Kikfuini,6.1973,10.3165,1,"Local Network",Other,"On 14 March 2025, military forces ambushed and clashed with Ambazonian Separatists at an illegal checkpoint in Kikfuini (Boyo, Nord-Ouest). There were no casualties.",0,,1770676302
CAO22319,2025-03-14,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)","Women (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Bui,Kumbo,Kumbo,6.2162,10.6779,1,"Local Network",Other,"On 14 March 2025, Ambazonian Separatists abducted a woman from her private residence in Kumbo (Bui, Nord-Ouest).",0,,1770676302
CAO22320,2025-03-14,2025,1,"Political violence","Violence against civilians","Sexual violence","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)","Women (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Momo,Mbengwi,Mbengwi,6.0107,10.0157,1,"Local Network",Other,"On 14 March 2025, an Ambazonian Separatist sexually assaulted a 14-years old girl in a nearby bush in Mbengwi (Momo, Nord-Ouest). A mob physically assaulted, injured and handed over the Separatist to his commander.(coded separately).",0,"women targeted: girls",1770676302
CAO22321,2025-03-14,2025,1,"Political violence",Riots,"Mob violence","Rioters (Cameroon)","Vigilante Group (Cameroon)",Rioters,"Ambazonian Separatists (Cameroon)",,"Rebel group","Rebel group-Rioters",,120,"Middle Africa",Cameroon,Nord-Ouest,Momo,Mbengwi,Mbengwi,6.0107,10.0157,1,"Local Network",Other,"On 14 March 2025, a mob physically assaulted and injured an Ambazonian Separatist in Mbengwi (Momo, Nord-Ouest) for sexually assaulting a 14-year old girl (coded separately). The Separatist was later handed over to his commander.",0,"crowd size=no report",1770676302
CAO22322,2025-03-14,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Cameroon (1982-) Rapid Intervention Battalion",,"State forces","Ambazonian Separatists (Cameroon)","Ambazonian Separatists (Cameroon) Restoration Forces","Rebel group","State forces-Rebel group",,120,"Middle Africa",Cameroon,Sud-Ouest,Meme,Mbonge,"Bai Kuke",4.4589,9.1449,1,"Local Network",Other,"On 14 March 2025, military forces from the Rapid Intervention ambushed and clashed with Ambazonian Separatists from the Restoration Forces faction at a hideout in Bai Kuke (Meme, Sud-Ouest). 1 military officer and 1 Separatist were killed during the clash.",2,,1770676302
CAO22323,2025-03-14,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Mezam,Tubah,Babanki,6.1166,10.2500,2,"Local Network",Other,"On 14 March 2025, Ambazonian Separatists abducted 1 man from his private residence in Big Babanki, coded to the commune seat, Babanki (Mezam, Nord-Ouest).",0,,1770676302
CAO22325,2025-03-14,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Cameroon (1982-) Gendarmerie",,"State forces","Ambazonian Separatists (Cameroon)",,"Rebel group","State forces-Rebel group",,120,"Middle Africa",Cameroon,Sud-Ouest,Fako,Muyuka,Malende,4.3406,9.4365,1,"Local Network",Other,"On 14 March 2025, gendarmerie forces shot and killed 3 suspected Ambazonian Separatists on a motorcycle along a road in Malende (Fako, Sud-Ouest).",3,,1770676302
CAO22327,2025-03-14,2025,1,"Political violence","Violence against civilians",Attack,"Ambazonian Separatists (Cameroon)","Ambazonian Separatists (Cameroon) Restoration Forces","Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Sud-Ouest,Fako,Muyuka,Muyuka,4.2898,9.4103,1,"Local Network",Other,"On 14 March 2025, Ambazonian Separatists from the Restoration Forces faction shot and killed a man in the Akawo quarter in Muyuka (Fako, Sud-Ouest) for collaborating with military forces.",1,,1770676302
CAO22328,2025-03-14,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)","Ambazonian Separatists (Cameroon) Restoration Forces","Rebel group","Civilians (Cameroon)","Women (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Sud-Ouest,Meme,"Kumba 1","Small Ekombe",4.6116,9.3867,1,"Local Network",Other,"On 14 March 2025, Ambazonian Separatists from the Restoration Forces faction abducted 2 women from their private residences in Small Ekombe (Meme, Sud-Ouest). The Separatists accused the women of collaborating with military forces to locate their hideouts.",0,,1770676302
CAO23621,2025-03-14,2025,1,"Political violence",Battles,"Armed clash","Islamic State West Africa Province (ISWAP)",,"Rebel group","MNJTF: Multinational Joint Task Force",,"External/Other forces","Rebel group-External/Other forces",,120,"Middle Africa",Cameroon,Extreme-Nord,Logone-et-Chari,Darak,Soueram,12.5275,14.2123,1,ARDHU,National,"On 14 March 2025, ISWAP/Boko Haram (JAS) militants, described as ISWAP, clashed and injured 4 members of the MNJTF forces at a military post in Soueram (Logone-et-Chari, Extreme-Nord).",0,,1774910586
CAO16731,2025-03-15,2025,1,"Political violence",Riots,"Mob violence","Rioters (Cameroon)","Farmers (Cameroon)",Rioters,"Rioters (Cameroon)","Pastoralists (Cameroon)",Rioters,Rioters-Rioters,,120,"Middle Africa",Cameroon,Extreme-Nord,Logone-et-Chari,Hile-Alifa,Mafoulso,12.6782,14.3508,1,"Humanity Purpose","New media","On 15 March 2025, farmers and pastoralists clashed (means not specified) in Mafoulso (Hile-Alifa, Logone-et-Chari, Extreme-Nord) over a grazing issue. The farmers accused the pastoralists of allowing their livestock to graze on their farmland. There were no fatalities, 1 pastoralist was injured.",0,"crowd size=no report",1760470997
CAO16733,2025-03-15,2025,1,"Political violence","Violence against civilians",Attack,"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)","Taxi Drivers (Cameroon); Teachers (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Mora,Bounderi,11.3492,14.4046,2,"Humanity Purpose; Sembe TV","New media","On 15 March 2025, Boko Haram militants attacked and injured a commercial motorcycle rider (also known as taxi drivers) between Waza and Tagawa, coded to Bounderi (Mora, Mayo-Sava, Extreme-Nord). The militants looted a motorbike and merchandise. The civilian who was also a teacher at the Lycee de Waza escaped with injuries.",0,,1776726696
CAO16732,2025-03-15,2025,1,"Political violence","Violence against civilians",Attack,"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)","Pastoralists (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Izilari,11.1822,14.0052,1,"Humanity Purpose","New media","On 15 March 2025, Boko Haram militants attacked and killed a pastoralist in Izilari (Kolofata, Mayo-Sava, Extreme-Nord). The militants also looted his livestock. However, the militants abandoned the loot and fled when local vigilante forces launched a rescue operation.",1,,1776726696
CAO16898,2025-03-15,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)","Pastoralists (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Izilari,11.1822,14.0052,1,"Humanity Purpose; Sembe TV","New media","On 15 March 2025, suspected Boko Haram militants abducted a pastoralist and looted some livestock in Izilari (Kolofata, Mayo-Sava, Extreme-Nord). However, the militants abandoned the victim and loot and fled when local vigilante forces launched a rescue operation.",0,,1776726696
CAO22329,2025-03-15,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Cameroon (1982-)",,"State forces","Ambazonian Separatists (Cameroon)",,"Rebel group","State forces-Rebel group",,120,"Middle Africa",Cameroon,Sud-Ouest,Manyu,Mamfe,Bakumba,5.8308,9.5771,1,"Local Network",Other,"On 15 March 2025, military forces shot and killed an unidentified Ambazonian Separatist commander at a private residence in Bakumba (Manyu, Sud-Ouest).",1,,1770676302
CAO22330,2025-03-15,2025,1,"Strategic developments","Strategic developments","Looting/property destruction","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)","Labor Group (Cameroon)",Civilians,"Rebel group-Civilians",,120,"Middle Africa",Cameroon,Nord-Ouest,Mezam,Tubah,Bambui,6.0500,10.2333,1,"Local Network",Other,"Looting: On 15 March 2025, Ambazonian Separatists with rifles extorted an undisclosed amount of money from passengers in 2 commercial vehicles at an illegal checkpoint in Bambui (Mezam, Nord-Ouest).",0,,1770676302
CAO22331,2025-03-15,2025,1,"Political violence",Battles,"Armed clash","Ambazonian Separatists (Cameroon)","Ambazonian Separatists (Cameroon) Restoration Forces","Rebel group","Military Forces of Cameroon (1982-)",,"State forces","State forces-Rebel group",,120,"Middle Africa",Cameroon,Sud-Ouest,Fako,Buea,Buea,4.1527,9.2410,2,"Local Network",Other,"On 15 March 2025, Ambazonian Separatists from the Restoration Forces faction ambushed and clashed with military forces at a vehicle checkpoint in Pondo, coded to the commune seat, Buea (Fako, Sud-Ouest). The Separatists killed 2 military officers and looted 8 guns and magazines.",2,,1770676302
CAO22332,2025-03-15,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Cameroon (1982-)",,"State forces","Ambazonian Separatists (Cameroon)",,"Rebel group","State forces-Rebel group",,120,"Middle Africa",Cameroon,Nord-Ouest,Donga-Mantung,Ndu,Ntamruh,6.5105,10.8838,1,"Local Network",Other,"On 15 March 2025, military forces ambushed and clashed with Ambazonian Separatists at an illegal checkpoint in Ntamruh (Donga-Mantung, Nord-Ouest). The military officers shot and killed 1 Separatist and recovered his weapon.",1,,1770676302
CAO23619,2025-03-15,2025,1,"Political violence","Violence against civilians",Attack,"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)","Pastoralists (Cameroon); Refugees/IDPs (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Waouli,11.1939,14.0114,1,ARDHU,National,"On 15 March 2025, militants, described as Boko Haram (coded as Boko Haram (JAS) based on militant activity in Mayo-Sava), attacked and killed a 55-year old IDP pastoralist in Wawouli, also known as Waouli (Mayo-Sava, Extreme-Nord). The militants also abducted 2 children before retreating.",1,,1776726726
CAO23620,2025-03-15,2025,1,"Political violence","Violence against civilians",Attack,"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)","Pastoralists (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Yazoulari,11.1826,14.0161,1,ARDHU,National,"On 15 March 2025, militants, described as Boko Haram (coded as Boko Haram (JAS) based on militant activity in Mayo-Sava), attacked and killed a pastoralist in Yazoulari (Mayo-Sava, Extreme-Nord). The militants also abducted another pastoralist and looted cattle. However, the militants released the victim when local vigilante forces launched a rescue operation.",1,,1776726726
CAO16734,2025-03-16,2025,1,"Political violence",Riots,"Mob violence","Rioters (Cameroon)","Arab Ethnic Group (Cameroon); Farmers (Cameroon)",Rioters,"Rioters (Cameroon)","Fulani Ethnic Group (Cameroon); Pastoralists (Cameroon)",Rioters,Rioters-Rioters,,120,"Middle Africa",Cameroon,Extreme-Nord,Logone-et-Chari,Hile-Alifa,"Abassouni I",12.6727,14.2785,1,"Humanity Purpose","New media","On 16 March 2025, Arab farmers and Fulani pastoralists clashed in Abassouni I (Hile-Alifa, Logone-et-Chari, Extreme-Nord) for an unknown reason. A farm field was destroyed, 2 pastoralists were injured, and 20 oxen seized and sent to the Brigade of Makary.",0,"crowd size=no report",1760470997
CAO16735,2025-03-16,2025,1,"Political violence",Riots,"Mob violence","Rioters (Cameroon)","Vigilante Group (Cameroon)",Rioters,"Civilians (Cameroon)",,Civilians,Rioters-Civilians,"Civilian targeting",120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Danay,Kar-Hay,Kar-Hay,10.0865,14.9672,1,"Humanity Purpose","New media","On 16 March 2025, a resident mob caught and beat a suspected kidnapper in Kar-Hay (Kar-Hay, Mayo-Danay, Extreme-Nord). The gendarmerie forces from Doukoula arrested the suspect.",0,"crowd size=no report",1742858652
CAO16736,2025-03-16,2025,1,"Political violence","Violence against civilians",Attack,"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Amchide,11.2426,14.1372,1,"Humanity Purpose","New media","On 16 March 2025, overnight, Boko Haram militants killed 1 civilian from Limani in the Waraga neighborhood of Amchide (Kolofata, Mayo-Sava, Extreme-Nord). The victim was returning home from watching a football match.",1,,1776726696
CAO16737,2025-03-16,2025,1,"Political violence","Violence against civilians",Attack,"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Djakana,11.2344,14.1527,1,"Humanity Purpose","New media","On 16 March 2025, Boko Haram militants attacked and killed a 40-year-old volunteer customs worker in Djakana (Kolofata, Mayo-Sava, Extreme-Nord).",1,,1776726696
CAO16738,2025-03-16,2025,1,"Political violence",Battles,"Armed clash","Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","MNJTF: Multinational Joint Task Force",,"External/Other forces","Rebel group-External/Other forces",,120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Kolofata,Ganse,11.1543,14.0715,1,"Humanity Purpose; Sembe TV","New media","On 16 March 2025, MNJTF forces clashed and repelled a Boko Haram militant attack in Ganse (Kolofata, Mayo-Sava, Extreme-Nord). Casualties unknown. The militants attempted to infiltrate the town through the cemetery.",0,,1776726696
CAO16739,2025-03-16,2025,2,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Cameroon)",,"Political militia","Civilians (Cameroon)",,Civilians,"Political militia-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Sava,Mora,Limani,11.2331,14.1711,2,"Sembe TV","New media","Around 16 March 2025 (between 16 - 17 March), overnight, an unidentified armed group attacked and killed a male civilian along the Amchide-Limani axis, coded to Limani (Mora, Mayo-Sava, Extreme-Nord) for an unknown reason.",1,,1762291677
CAO16779,2025-03-16,2025,1,"Political violence",Riots,"Mob violence","Rioters (Cameroon)","Farmers (Cameroon)",Rioters,"Rioters (Cameroon)","Pastoralists (Cameroon)",Rioters,Rioters-Rioters,,120,"Middle Africa",Cameroon,Extreme-Nord,Logone-et-Chari,Fotokol,Fotokol,12.3731,14.2277,2,"Humanity Purpose","New media","On 16 March 2025, farmers and pastoralists clashed (means not specified) in Bago, near Fotokol (Fotokol, Logone-et-Chari, Extreme-Nord) over a grazing issue. The farmers accused the pastoralists of allowing their livestock to destroy an okra field. There were no fatalities. The bellicose were taken to the Gendarmerie of Fotokol.",0,"crowd size=no report",1762291677
CAO16899,2025-03-16,2025,1,"Political violence","Violence against civilians",Attack,"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Tsanaga,Koza,Oupay,10.8890,13.7903,2,"Humanity Purpose; Undisclosed Source","Local partner-Other","On 16 March 2025, overnight, Boko Haram militants attacked and killed a man in Oupai Malawi, coded to the closest populated area, Oupay (Koza, Mayo-Tsanaga, Extreme-Nord). The militants also looted small livestock.",1,,1776726696
CAO22333,2025-03-16,2025,1,"Strategic developments","Strategic developments",Arrests,"Military Forces of Cameroon (1982-)",,"State forces","Civilians (Cameroon)",,Civilians,"State forces-Civilians",,120,"Middle Africa",Cameroon,Sud-Ouest,Fako,Muyuka,Malende,4.3406,9.4365,1,"Local Network",Other,"On 16 March 2025, military forces arrested about 50 civilians from their private residences in Malende (Fako, Sud-Ouest) for lacking valid identification documents.",0,,1770671150
CAO22334,2025-03-16,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Mezam,Tubah,Bambui,6.0500,10.2333,1,"Local Network",Other,"On 16 March 2025, Ambazonian Separatists abducted a man from his private residence in Bambui (Mezam, Nord-Ouest).",0,,1770676302
CAO22335,2025-03-16,2025,1,"Political violence","Violence against civilians",Attack,"Military Forces of Cameroon (1982-) Gendarmerie",,"State forces","Civilians (Cameroon)","Prisoners (Cameroon)",Civilians,"State forces-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Bui,Oku,Oku,6.2484,10.5058,2,"Local Network",Other,"On 16 March 2025, gendarmerie forces shot and killed 1 man in Manchok in the Oku subdivision (Bui, Nord-Ouest) and left his body on a roadside. The victim was initially arrested and was in detention.",1,,1770676302
CAO23629,2025-03-16,2025,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Cameroon)",,"Political militia","Civilians (Cameroon)",,Civilians,"Political militia-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Kani,Moulvoudaye,Moulvouday,10.4058,14.8538,1,ARDHU,National,"On 16 March 2025, an unidentified armed group attacked and killed a civilian at his private residence in Moulvouday (Mayo-Kani, Extreme-Nord ), during an attempted robbery operation.",1,,1774910586
CAO16741,2025-03-17,2025,1,"Political violence",Battles,"Armed clash","Military Forces of Cameroon (1982-)",,"State forces","Ambazonian Separatists (Cameroon)",,"Rebel group","State forces-Rebel group",,120,"Middle Africa",Cameroon,Nord-Ouest,Ngo-Ketunjia,Babessi,"Baba I",6.0333,10.4666,1,"Mimi Mefo","New media","On 17 March 2025, the military forces clashed with the Ambazonian Separatists in Baba I (Babessi, Ngo-Ketunjia, Nord-Ouest) during a military operation. 1 Separatist and 2 civilian-brothers were killed. Several motorbikes were set on fire.",3,,1762291677
CAO16742,2025-03-17,2025,1,"Political violence","Violence against civilians",Attack,"Unidentified Armed Group (Cameroon)",,"Political militia","Civilians (Cameroon)","Taxi Drivers (Cameroon)",Civilians,"Political militia-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Sud-Ouest,Fako,Buea,Bomaka,4.1578,9.3164,1,"Mimi Mefo","New media","On 17 March 2025, an unidentified armed group shot and killed a taxi driver and his passenger at Kawa Street in Bomaka (Buea, Fako, Sud-Ouest) for an unknown reason. The association of taxi drivers in Buea believed the attackers were Ambazonian Separatists as the taxi driver was working on Monday Ghost Town, while others believe the passenger was a drug dealer who a hired armed group targeted.",2,,1762291677
CAO16740,2025-03-17,2025,1,"Political violence","Violence against civilians",Attack,"Boko Haram - Jamaatu Ahli is-Sunnah lid-Dawati wal-Jihad",,"Rebel group","Civilians (Cameroon)","Catholic Christian Group (Cameroon); Refugees/IDPs (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Extreme-Nord,Mayo-Tsanaga,Koza,Oupay,10.8890,13.7903,1,"Humanity Purpose; Undisclosed Source","Local partner-Other","On 17 March 2025, overnight, Boko Haram militants attacked and killed a 60-year-old male IDP Oupai also known as Oupay (Koza, Mayo-Tsanaga, Extreme-Nord). The militants vandalized houses and a Catholic church, and also looted small ruminants, and bags of millet, peanuts, and beans. The civilians resisted the attack (means not specified) and chased the militants away.",1,,1776726696
CAO22336,2025-03-17,2025,1,"Political violence","Violence against civilians","Abduction/forced disappearance","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)","Labor Group (Cameroon)",Civilians,"Rebel group-Civilians","Civilian targeting",120,"Middle Africa",Cameroon,Nord-Ouest,Ngo-Ketunjia,Ndop,Bamali,5.9455,10.4220,1,"Local Network",Other,"On 17 March 2025, Ambazonian Separatists abducted a businessman at his business place in Bamale, also spelled Bamali (Ngo-Ketunjia, Nord-Ouest) for collaborating with government forces.",0,,1770676302
CAO22337,2025-03-17,2025,1,"Strategic developments","Strategic developments","Looting/property destruction","Ambazonian Separatists (Cameroon)",,"Rebel group","Civilians (Cameroon)",,Civilians,"Rebel group-Civilians",,120,"Middle Africa",Cameroon,Nord-Ouest,Donga-Mantung,Ndu,Ndu,6.4263,10.7949,2,"Local Network",Other,"Looting: On 17 March 2025, Ambazonian Separatists seized a motorcycle from a man in Mbakfu, coded to the commune seat, Ndu (Donga-Mantung, Nord-Ouest) for violating the Separatists-imposed Monday 'Ghost Town' by using his motorcycle.",0,,1770676302
